date,service,region,usage_hours,cpu_utilizationpercent,cost_usd,cost_inr,idle_cost_inr,efficiency_score,year,month,month_name,quarter,day_of_week,week_number,service_category,utilization_category,cost_category
2025-05-12,lambda,eu-central-1,0.0,0.0,0.38,31.597,31.597,0.0,2025,5,May,2,Monday,20,Serverless,,Low (₹0-100)
2025-06-12,ec2,eu-central-1,25.8,88.2,3.82,317.633,37.48069399999999,277.6789565315947,2025,6,June,2,Thursday,24,Compute,Very High (80-100%),Very High (₹300+)
2025-07-12,s3,eu-central-1,0.0,0.0,1.33,110.58950000000002,110.58950000000002,0.0,2025,7,July,3,Saturday,28,Storage,,Medium (₹100-200)
2025-08-12,rds,eu-central-1,14.2,51.3,3.57,296.8455,144.5637585,172.81717256956898,2025,8,August,3,Tuesday,33,Database,Medium (40-60%),High (₹200-300)
2025-09-12,ec2,eu-central-1,24.6,84.5,3.7,307.65500000000003,47.68652500000001,274.6583023191562,2025,9,September,3,Friday,37,Compute,Very High (80-100%),Very High (₹300+)
2025-10-12,ec2,eu-central-1,25.2,86.1,3.74,310.98100000000005,43.22635900000001,276.86578922828073,2025,10,October,4,Sunday,41,Compute,Very High (80-100%),Very High (₹300+)
2025-11-12,ec2,eu-central-1,25.8,88.7,3.82,317.633,35.892528999999996,279.2531002761048,2025,11,November,4,Wednesday,46,Compute,Very High (80-100%),Very High (₹300+)
2025-12-12,s3,eu-central-1,0.0,0.0,1.26,104.769,104.769,0.0,2025,12,December,4,Friday,50,Storage,,Medium (₹100-200)
2026-01-01,ec2,ap-south-1,24.5,84.9,3.52,292.68800000000005,44.19588799999998,290.06997212048327,2026,1,January,1,Thursday,1,Compute,Very High (80-100%),High (₹200-300)
2026-02-01,ec2,ap-south-1,23.5,81.8,3.42,284.373,51.75588600000001,287.6503746839538,2026,2,February,1,Sunday,5,Compute,Very High (80-100%),High (₹200-300)
2026-03-01,s3,ap-south-1,0.0,0.0,1.01,83.98150000000001,83.98150000000001,0.0,2026,3,March,1,Sunday,9,Storage,,Low (₹0-100)
2026-04-01,rds,ap-south-1,13.1,50.2,3.32,276.058,137.47688399999998,181.84584398930662,2026,4,April,2,Wednesday,14,Database,Medium (40-60%),High (₹200-300)
2026-05-01,lambda,ap-south-1,0.0,0.0,0.29,24.1135,24.1135,0.0,2026,5,May,2,Friday,18,Serverless,,Low (₹0-100)
2026-06-01,ec2,ap-south-1,24.1,83.5,3.48,289.362,47.74473000000001,288.56587941747705,2026,6,June,2,Monday,23,Compute,Very High (80-100%),High (₹200-300)
2026-07-01,s3,ap-south-1,0.0,0.0,1.05,87.3075,87.3075,0.0,2026,7,July,3,Wednesday,27,Storage,,Low (₹0-100)
2026-08-01,rds,ap-south-1,12.7,47.5,3.28,272.732,143.1843,174.16364783010428,2026,8,August,3,Saturday,31,Database,Medium (40-60%),High (₹200-300)
2026-09-01,ec2,ap-south-1,23.0,80.5,3.39,281.87850000000003,54.96630749999999,285.58403709399613,2026,9,September,3,Tuesday,36,Compute,Very High (80-100%),High (₹200-300)
2026-10-01,ec2,ap-south-1,23.8,82.4,3.45,286.8675,50.48867999999998,287.2406250272339,2026,10,October,4,Thursday,40,Compute,Very High (80-100%),High (₹200-300)
2026-11-01,ec2,ap-south-1,24.6,85.2,3.53,293.5195,43.440886000000006,290.27032275538767,2026,11,November,4,Sunday,44,Compute,Very High (80-100%),High (₹200-300)
2026-12-01,s3,ap-south-1,0.0,0.0,1.0,83.15,83.15,0.0,2026,12,December,4,Tuesday,49,Storage,,Low (₹0-100)
2026-01-02,ec2,us-west-2,25.7,88.0,3.61,300.17150000000004,36.02058,293.1657402518227,2026,1,January,1,Friday,1,Compute,Very High (80-100%),Very High (₹300+)
2026-02-02,ec2,us-west-2,24.9,85.5,3.53,293.5195,42.56032750000001,291.292401356639,2026,2,February,1,Monday,6,Compute,Very High (80-100%),High (₹200-300)
2026-03-02,s3,us-west-2,0.0,0.0,1.15,95.6225,95.6225,0.0,2026,3,March,1,Monday,10,Storage,,Low (₹0-100)
2026-04-02,rds,us-west-2,13.8,52.5,3.41,283.54150000000004,134.68221250000002,185.15808091584475,2026,4,April,2,Thursday,14,Database,Medium (40-60%),High (₹200-300)
2026-05-02,lambda,us-west-2,0.0,0.0,0.31,25.776500000000002,25.776500000000002,0.0,2026,5,May,2,Saturday,18,Serverless,,Low (₹0-100)
2026-06-02,ecs,us-west-2,16.2,74.9,3.02,251.11300000000003,63.02936299999998,298.27209264355093,2026,6,June,2,Tuesday,23,Compute,High (60-80%),High (₹200-300)
2026-07-02,s3,us-west-2,0.0,0.0,1.18,98.117,98.117,0.0,2026,7,July,3,Thursday,27,Storage,,Low (₹0-100)
2026-08-02,rds,us-west-2,13.5,49.9,3.37,280.2155,140.3879655,178.07722984631468,2026,8,August,3,Sunday,31,Database,Medium (40-60%),High (₹200-300)
2026-09-02,ec2,us-west-2,24.1,83.4,3.49,290.19350000000003,48.17212099999998,287.3944454303766,2026,9,September,3,Wednesday,36,Compute,Very High (80-100%),High (₹200-300)
2026-10-02,ec2,us-west-2,24.7,84.3,3.52,292.68800000000005,45.952016000000015,288.02000765320065,2026,10,October,4,Friday,40,Compute,Very High (80-100%),High (₹200-300)
2026-11-02,ec2,us-west-2,25.5,87.4,3.59,298.5085,37.61207099999997,292.7889825582856,2026,11,November,4,Monday,45,Compute,Very High (80-100%),High (₹200-300)
2026-12-02,s3,us-west-2,0.0,0.0,1.12,93.12800000000001,93.12800000000001,0.0,2026,12,December,4,Wednesday,49,Storage,,Low (₹0-100)
2026-01-03,ec2,eu-central-1,26.1,89.1,3.85,320.12750000000005,34.89389750000004,278.3266042436216,2026,1,January,1,Saturday,1,Compute,Very High (80-100%),Very High (₹300+)
2026-02-03,ec2,eu-central-1,25.6,87.0,3.79,315.1385,40.968005000000005,276.06909343034886,2026,2,February,1,Tuesday,6,Compute,Very High (80-100%),Very High (₹300+)
2026-03-03,s3,eu-central-1,0.0,0.0,1.32,109.75800000000001,109.75800000000001,0.0,2026,3,March,1,Tuesday,10,Storage,,Medium (₹100-200)
2026-04-03,rds,eu-central-1,14.7,54.9,3.63,301.8345,136.1273595,181.88775636979867,2026,4,April,2,Friday,14,Database,Medium (40-60%),Very High (₹300+)
2026-05-03,lambda,eu-central-1,0.0,0.0,0.39,32.42850000000001,32.42850000000001,0.0,2026,5,May,2,Sunday,18,Serverless,,Low (₹0-100)
2026-06-03,ec2,eu-central-1,26.0,88.8,3.84,319.296,35.761151999999996,278.1118460613349,2026,6,June,2,Wednesday,23,Compute,Very High (80-100%),Very High (₹300+)
2026-07-03,s3,eu-central-1,0.0,0.0,1.35,112.25250000000001,112.25250000000001,0.0,2026,7,July,3,Friday,27,Storage,,Medium (₹100-200)
2026-08-03,rds,eu-central-1,14.4,51.9,3.59,298.5085,143.5825885,173.86439582122452,2026,8,August,3,Monday,32,Database,Medium (40-60%),High (₹200-300)
2026-09-03,ec2,eu-central-1,24.8,85.1,3.72,309.31800000000004,46.08838200000001,275.12139610368615,2026,9,September,3,Thursday,36,Compute,Very High (80-100%),Very High (₹300+)
2026-10-03,ec2,eu-central-1,25.4,86.7,3.76,312.644,41.581652000000005,277.3122145315439,2026,10,October,4,Saturday,40,Compute,Very High (80-100%),Very High (₹300+)
2026-11-03,ec2,eu-central-1,26.0,89.3,3.84,319.296,34.164671999999996,279.6777911405091,2026,11,November,4,Tuesday,45,Compute,Very High (80-100%),Very High (₹300+)
2026-12-03,s3,eu-central-1,0.0,0.0,1.28,106.43200000000002,106.43200000000002,0.0,2026,12,December,4,Thursday,49,Storage,,Medium (₹100-200)
2026-01-04,ec2,ap-south-1,24.7,85.5,3.54,294.351,42.68089500000001,290.469541465801,2026,1,January,1,Sunday,1,Compute,Very High (80-100%),High (₹200-300)
2026-02-04,ec2,ap-south-1,23.7,82.4,3.44,286.036,50.34233599999998,288.0756268441735,2026,2,February,1,Wednesday,6,Compute,Very High (80-100%),High (₹200-300)
2026-03-04,s3,ap-south-1,0.0,0.0,1.02,84.813,84.813,0.0,2026,3,March,1,Wednesday,10,Storage,,Low (₹0-100)
2026-04-04,rds,ap-south-1,13.3,50.8,3.34,277.721,136.638732,182.9173883141714,2026,4,April,2,Saturday,14,Database,Medium (40-60%),High (₹200-300)
2026-05-04,lambda,ap-south-1,0.0,0.0,0.3,24.945,24.945,0.0,2026,5,May,2,Monday,19,Serverless,,Low (₹0-100)
2026-06-04,ec2,ap-south-1,24.3,84.1,3.5,291.02500000000003,46.27297500000002,288.9786100850442,2026,6,June,2,Thursday,23,Compute,Very High (80-100%),High (₹200-300)
2026-07-04,s3,ap-south-1,0.0,0.0,1.06,88.13900000000001,88.13900000000001,0.0,2026,7,July,3,Saturday,27,Storage,,Low (₹0-100)
2026-08-04,rds,ap-south-1,12.9,48.1,3.3,274.395,142.41100499999996,175.29473933562932,2026,8,August,3,Tuesday,32,Database,Medium (40-60%),High (₹200-300)
2026-09-04,ec2,ap-south-1,23.2,81.1,3.41,283.54150000000004,53.58934350000003,286.02514975761915,2026,9,September,3,Friday,36,Compute,Very High (80-100%),High (₹200-300)
2026-10-04,ec2,ap-south-1,24.0,83.0,3.47,288.5305,49.05018500000001,287.6645623253001,2026,10,October,4,Sunday,40,Compute,Very High (80-100%),High (₹200-300)
2026-11-04,ec2,ap-south-1,24.8,85.8,3.55,295.1825,41.915915000000005,290.6676378172825,2026,11,November,4,Wednesday,45,Compute,Very High (80-100%),High (₹200-300)
